"No.","Time","Source","Destination","Protocol","Length","Info"
"1188","207.236857","209.198.98.149","192.168.1.164","TCP","60","80  >  1236 [ACK] Seq=1013 Ack=869 Win=5840 Len=0"
"1189","207.237668","209.198.98.149","192.168.1.164","TCP","62","80  >  1237 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1432 SACK_PERM"
"1190","207.237719","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=1 Ack=1 Win=17184 Len=0"
"1191","207.238404","192.168.1.164","209.198.98.149","HTTP","483","GET /leftnav.html HTTP/1.1 "
"1192","207.304741","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=1 Ack=430 Win=5840 Len=0"
"1193","207.544402","209.198.98.149","192.168.1.164","TCP","1045","80  >  1237 [PSH, ACK] Seq=1 Ack=430 Win=5840 Len=991 [TCP segment of a reassembled PDU]"
"1194","207.544940","209.198.98.149","192.168.1.164","TCP","490","80  >  1237 [ACK] Seq=992 Ack=430 Win=5840 Len=436 [TCP segment of a reassembled PDU]"
"1195","207.544966","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=430 Ack=1428 Win=15757 Len=0"
"1196","207.564716","209.198.98.149","192.168.1.164","HTTP","1249","HTTP/1.1 200 OK  (text/html)"
"1197","207.574284","192.168.1.164","209.198.98.149","HTTP","485","GET /lcn31home.html HTTP/1.1 "
"1198","207.577631","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=2623 Ack=861 Win=5840 Len=0"
"1199","207.759799","209.198.98.149","192.168.1.164","TCP","1046","80  >  1237 [PSH, ACK] Seq=2623 Ack=861 Win=5840 Len=992 [TCP segment of a reassembled PDU]"
"1200","207.760194","209.198.98.149","192.168.1.164","TCP","490","80  >  1237 [ACK] Seq=3615 Ack=861 Win=5840 Len=436 [TCP segment of a reassembled PDU]"
"1201","207.760214","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=861 Ack=4051 Win=15756 Len=0"
"1202","207.761700","209.198.98.149","192.168.1.164","TCP","1486","80  >  1237 [ACK] Seq=4051 Ack=861 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1203","207.764019","209.198.98.149","192.168.1.164","TCP","82","80  >  1237 [ACK] Seq=5483 Ack=861 Win=5840 Len=28 [TCP segment of a reassembled PDU]"
"1204","207.764041","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=861 Ack=5511 Win=17184 Len=0"
"1205","207.769275","209.198.98.149","192.168.1.164","HTTP","207","HTTP/1.1 200 OK  (text/html)"
"1206","207.772318","192.168.1.164","209.198.98.149","HTTP","342","GET /css_info/leftnav.css HTTP/1.1 "
"1207","207.789727","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=5664 Ack=1149 Win=5840 Len=0"
"1208","207.940032","209.198.98.149","192.168.1.164","HTTP","878","HTTP/1.1 200 OK  (text/css)"
"1209","207.940415","192.168.1.164","209.198.98.149","HTTP","344","GET /images/ieee_logo.gif HTTP/1.1 "
"1210","207.970753","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=6488 Ack=1439 Win=5840 Len=0"
"1211","208.118403","209.198.98.149","192.168.1.164","TCP","1046","80  >  1237 [PSH, ACK] Seq=6488 Ack=1439 Win=5840 Len=992 [TCP segment of a reassembled PDU]"
"1212","208.119000","209.198.98.149","192.168.1.164","TCP","490","80  >  1237 [ACK] Seq=7480 Ack=1439 Win=5840 Len=436 [TCP segment of a reassembled PDU]"
"1213","208.119025","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=1439 Ack=7916 Win=17184 Len=0"
"1214","208.120707","209.198.98.149","192.168.1.164","HTTP","1073","HTTP/1.1 200 OK  (GIF89a)"
"1215","208.122723","192.168.1.164","209.198.98.149","HTTP","340","GET /css_info/lcn.css HTTP/1.1 "
"1216","208.174089","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=8935 Ack=1725 Win=5840 Len=0"
"1217","208.333185","209.198.98.149","192.168.1.164","HTTP","803","HTTP/1.1 200 OK  (text/css)"
"1218","208.336036","192.168.1.164","209.198.98.149","HTTP","342","GET /images/CS_logo.gif HTTP/1.1 "
"1219","208.362804","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=9684 Ack=2013 Win=5840 Len=0"
"1220","208.513032","209.198.98.149","192.168.1.164","TCP","1046","80  >  1237 [PSH, ACK] Seq=9684 Ack=2013 Win=5840 Len=992 [TCP segment of a reassembled PDU]"
"1221","208.514868","209.198.98.149","192.168.1.164","TCP","490","80  >  1237 [ACK] Seq=10676 Ack=2013 Win=5840 Len=436 [TCP segment of a reassembled PDU]"
"1222","208.514890","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=2013 Ack=11112 Win=15756 Len=0"
"1223","208.516283","209.198.98.149","192.168.1.164","TCP","1486","80  >  1237 [ACK] Seq=11112 Ack=2013 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1224","208.559237","209.198.98.149","192.168.1.164","TCP","82","80  >  1237 [ACK] Seq=12544 Ack=2013 Win=5840 Len=28 [TCP segment of a reassembled PDU]"
"1225","208.559263","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=2013 Ack=12572 Win=17184 Len=0"
"1226","208.564585","209.198.98.149","192.168.1.164","HTTP","415","HTTP/1.1 200 OK  (GIF89a)"
"1227","208.568331","192.168.1.164","209.198.98.149","HTTP","346","GET /images/usf_hp_logo.gif HTTP/1.1 "
"1228","208.593895","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=12933 Ack=2305 Win=5840 Len=0"
"1229","208.725822","209.198.98.149","192.168.1.164","TCP","1046","80  >  1237 [PSH, ACK] Seq=12933 Ack=2305 Win=5840 Len=992 [TCP segment of a reassembled PDU]"
"1230","208.726401","209.198.98.149","192.168.1.164","TCP","490","80  >  1237 [ACK] Seq=13925 Ack=2305 Win=5840 Len=436 [TCP segment of a reassembled PDU]"
"1231","208.726418","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=2305 Ack=14361 Win=17184 Len=0"
"1232","208.727954","209.198.98.149","192.168.1.164","TCP","1486","80  >  1237 [ACK] Seq=14361 Ack=2305 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1233","208.728548","209.198.98.149","192.168.1.164","TCP","82","80  >  1237 [ACK] Seq=15793 Ack=2305 Win=5840 Len=28 [TCP segment of a reassembled PDU]"
"1234","208.728562","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=2305 Ack=15821 Win=17184 Len=0"
"1235","208.739790","209.198.98.149","192.168.1.164","TCP","1486","80  >  1237 [ACK] Seq=15821 Ack=2305 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1236","208.740116","209.198.98.149","192.168.1.164","TCP","82","80  >  1237 [ACK] Seq=17253 Ack=2305 Win=5840 Len=28 [TCP segment of a reassembled PDU]"
"1237","208.740128","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=2305 Ack=17281 Win=17184 Len=0"
"1238","208.741634","209.198.98.149","192.168.1.164","TCP","1486","80  >  1237 [ACK] Seq=17281 Ack=2305 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1239","208.742406","209.198.98.149","192.168.1.164","TCP","82","80  >  1237 [ACK] Seq=18713 Ack=2305 Win=5840 Len=28 [TCP segment of a reassembled PDU]"
"1240","208.742419","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=2305 Ack=18741 Win=17184 Len=0"
"1241","208.751973","209.198.98.149","192.168.1.164","HTTP","1456","HTTP/1.1 200 OK  (GIF89a)"
"1242","208.919605","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=2305 Ack=20143 Win=15782 Len=0"
"1243","209.065893","209.198.98.149","192.168.1.164","TCP","1456","[TCP Spurious Retransmission] 80  >  1237 [PSH, ACK] Seq=18741 Ack=2305 Win=5840 Len=1402"
"1244","209.065917","192.168.1.164","209.198.98.149","TCP","54","[TCP Dup ACK 1242#1] 1237  >  80 [ACK] Seq=2305 Ack=20143 Win=15782 Len=0"
"1245","209.170570","192.168.1.164","209.198.98.149","TCP","54","1236  >  80 [RST, ACK] Seq=869 Ack=1013 Win=0 Len=0"
"1246","211.084813","192.168.1.164","209.198.98.149","HTTP","500","GET /lcn31welcome.html HTTP/1.1 "
"1247","211.122573","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=20143 Ack=2751 Win=5840 Len=0"
"1248","211.350580","209.198.98.149","192.168.1.164","TCP","1045","80  >  1237 [PSH, ACK] Seq=20143 Ack=2751 Win=5840 Len=991 [TCP segment of a reassembled PDU]"
"1249","211.351171","209.198.98.149","192.168.1.164","TCP","490","80  >  1237 [ACK] Seq=21134 Ack=2751 Win=5840 Len=436 [TCP segment of a reassembled PDU]"
"1250","211.351192","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=2751 Ack=21570 Win=17184 Len=0"
"1251","211.356109","209.198.98.149","192.168.1.164","HTTP","908","HTTP/1.1 200 OK  (text/html)"
"1252","211.523438","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=2751 Ack=22424 Win=16330 Len=0"
"1253","214.766412","192.168.1.164","209.198.98.149","HTTP","497","GET /lcn31call.html HTTP/1.1 "
"1254","214.770111","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=22424 Ack=3194 Win=5840 Len=0"
"1255","215.032338","209.198.98.149","192.168.1.164","TCP","1045","80  >  1237 [PSH, ACK] Seq=22424 Ack=3194 Win=5840 Len=991 [TCP segment of a reassembled PDU]"
"1256","215.032922","209.198.98.149","192.168.1.164","HTTP","479","HTTP/1.1 200 OK  (text/html)"
"1257","215.032945","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=3194 Ack=23840 Win=17184 Len=0"
"1258","217.562276","142.104.100.111","192.168.1.164","TCP","60","80  >  1234 [FIN, ACK] Seq=7438 Ack=2219 Win=9648 Len=0"
"1259","217.562359","192.168.1.164","142.104.100.111","TCP","54","1234  >  80 [ACK] Seq=2219 Ack=7439 Win=16937 Len=0"
"1260","217.592216","142.104.100.111","192.168.1.164","TCP","60","80  >  1235 [FIN, ACK] Seq=137085 Ack=1833 Win=8576 Len=0"
"1261","217.592234","192.168.1.164","142.104.100.111","TCP","54","1235  >  80 [ACK] Seq=1833 Ack=137086 Win=16506 Len=0"
"1262","220.035736","192.168.1.164","142.104.100.111","TCP","54","1234  >  80 [RST, ACK] Seq=2219 Ack=7439 Win=0 Len=0"
"1263","220.035832","192.168.1.164","142.104.100.111","TCP","54","1235  >  80 [RST, ACK] Seq=1833 Ack=137086 Win=0 Len=0"
"1264","226.568129","192.168.1.164","209.198.98.149","HTTP","336","GET /lcn31cfp.pdf HTTP/1.1 "
"1265","226.582454","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=23840 Ack=3476 Win=5840 Len=0"
"1266","226.827231","209.198.98.149","192.168.1.164","TCP","367","80  >  1237 [PSH, ACK] Seq=23840 Ack=3476 Win=5840 Len=313 [TCP segment of a reassembled PDU]"
"1267","226.831429","209.198.98.149","192.168.1.164","TCP","1486","80  >  1237 [ACK] Seq=24153 Ack=3476 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1268","226.831455","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [ACK] Seq=3476 Ack=25585 Win=17184 Len=0"
"1269","226.839743","209.198.98.149","192.168.1.164","TCP","1196","80  >  1237 [PSH, ACK] Seq=25585 Ack=3476 Win=5840 Len=1142 [TCP segment of a reassembled PDU]"
"1270","226.843777","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [FIN, ACK] Seq=3476 Ack=26727 Win=16042 Len=0"
"1271","226.860545","192.168.1.164","209.198.98.149","TCP","62","1238  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"1272","226.865747","209.198.98.149","192.168.1.164","TCP","62","80  >  1238 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1432 SACK_PERM"
"1273","226.865799","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=1 Ack=1 Win=17184 Len=0"
"1274","226.865934","192.168.1.164","209.198.98.149","HTTP","372","GET /lcn31cfp.pdf HTTP/1.1 "
"1275","226.869694","209.198.98.149","192.168.1.164","TCP","60","80  >  1238 [ACK] Seq=1 Ack=319 Win=5840 Len=0"
"1276","226.886080","209.198.98.149","192.168.1.164","TCP","419","80  >  1238 [PSH, ACK] Seq=1 Ack=319 Win=5840 Len=365 [TCP segment of a reassembled PDU]"
"1277","226.888155","209.198.98.149","192.168.1.164","TCP","60","80  >  1237 [ACK] Seq=26727 Ack=3477 Win=5840 Len=0"
"1278","226.947186","209.198.98.149","192.168.1.164","TCP","1486","80  >  1237 [ACK] Seq=26727 Ack=3477 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1279","226.947249","192.168.1.164","209.198.98.149","TCP","54","1237  >  80 [RST, ACK] Seq=3477 Ack=28159 Win=0 Len=0"
"1280","226.948520","209.198.98.149","192.168.1.164","TCP","1486","80  >  1237 [ACK] Seq=28159 Ack=3477 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1281","226.950319","209.198.98.149","192.168.1.164","TCP","1486","80  >  1237 [ACK] Seq=29591 Ack=3477 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1282","226.951678","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=366 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1283","226.951697","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=1798 Win=17184 Len=0"
"1284","226.958410","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=1798 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1285","226.959804","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=3230 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1286","226.959824","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=4662 Win=17184 Len=0"
"1287","226.961258","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=4662 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1288","226.966970","209.198.98.149","192.168.1.164","TCP","1308","80  >  1238 [PSH, ACK] Seq=6094 Ack=319 Win=5840 Len=1254 [TCP segment of a reassembled PDU]"
"1289","226.966988","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=7348 Win=17184 Len=0"
"1290","227.051239","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=7348 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1291","227.052620","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=8780 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1292","227.052642","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=10212 Win=17184 Len=0"
"1293","227.053995","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=10212 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1294","227.055696","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=11644 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1295","227.055712","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=13076 Win=17184 Len=0"
"1296","227.077669","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=13076 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1297","227.078053","209.198.98.149","192.168.1.164","TCP","194","80  >  1238 [PSH, ACK] Seq=14508 Ack=319 Win=5840 Len=140 [TCP segment of a reassembled PDU]"
"1298","227.078070","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=14648 Win=17184 Len=0"
"1299","227.179995","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=14648 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1300","227.180185","209.198.98.149","192.168.1.164","TCP","82","80  >  1238 [PSH, ACK] Seq=16080 Ack=319 Win=5840 Len=28 [TCP segment of a reassembled PDU]"
"1301","227.180206","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=16108 Win=17184 Len=0"
"1302","227.182314","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=16108 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1303","227.183753","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=17540 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1304","227.183768","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=18972 Win=17184 Len=0"
"1305","227.185905","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=18972 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1306","227.205150","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=20404 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1307","227.205183","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=21836 Win=17184 Len=0"
"1308","227.205509","209.198.98.149","192.168.1.164","TCP","166","80  >  1238 [PSH, ACK] Seq=21836 Ack=319 Win=5840 Len=112 [TCP segment of a reassembled PDU]"
"1309","227.258016","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=21948 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1310","227.258063","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=23380 Win=17184 Len=0"
"1311","227.259446","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=23380 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1312","227.261894","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=24812 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1313","227.261910","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=26244 Win=17184 Len=0"
"1314","227.263250","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=26244 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1315","227.287404","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=27676 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1316","227.287437","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=29108 Win=17184 Len=0"
"1317","227.287786","209.198.98.149","192.168.1.164","TCP","194","80  >  1238 [PSH, ACK] Seq=29108 Ack=319 Win=5840 Len=140 [TCP segment of a reassembled PDU]"
"1318","227.354324","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=29248 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1319","227.354357","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=30680 Win=17184 Len=0"
"1320","227.364113","209.198.98.149","192.168.1.164","TCP","1076","80  >  1238 [PSH, ACK] Seq=30680 Ack=319 Win=5840 Len=1022 [TCP segment of a reassembled PDU]"
"1321","227.377705","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=31702 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1322","227.377731","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=33134 Win=17184 Len=0"
"1323","227.379114","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=33134 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1324","227.380918","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=34566 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1325","227.380932","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=35998 Win=17184 Len=0"
"1326","227.382375","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=35998 Ack=319 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1327","227.383266","209.198.98.149","192.168.1.164","HTTP","433","HTTP/1.1 206 Partial Content  (application/pdf)"
"1328","227.383283","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=319 Ack=37809 Win=17184 Len=0"
"1329","239.202128","192.168.1.164","66.102.7.147","TCP","62","1239  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"1330","239.237620","66.102.7.147","192.168.1.164","TCP","62","80  >  1239 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1432 SACK_PERM"
"1331","239.237644","192.168.1.164","66.102.7.147","TCP","54","1239  >  80 [ACK] Seq=1 Ack=1 Win=17184 Len=0"
"1332","239.237726","192.168.1.164","66.102.7.147","HTTP","522","GET / HTTP/1.1 "
"1333","239.260582","66.102.7.147","192.168.1.164","TCP","60","80  >  1239 [ACK] Seq=1 Ack=469 Win=5840 Len=0"
"1334","239.344459","66.102.7.147","192.168.1.164","TCP","1102","80  >  1239 [PSH, ACK] Seq=1 Ack=469 Win=5840 Len=1048 [TCP segment of a reassembled PDU]"
"1335","239.344917","66.102.7.147","192.168.1.164","TCP","460","80  >  1239 [ACK] Seq=1049 Ack=469 Win=5840 Len=406 [TCP segment of a reassembled PDU]"
"1336","239.344933","192.168.1.164","66.102.7.147","TCP","54","1239  >  80 [ACK] Seq=469 Ack=1455 Win=17184 Len=0"
"1337","243.703906","192.168.1.164","66.102.7.147","TCP","54","1239  >  80 [RST, ACK] Seq=469 Ack=1455 Win=0 Len=0"
"1338","245.076864","192.168.1.164","209.198.98.149","HTTP","416","GET / HTTP/1.1 "
"1339","245.157395","209.198.98.149","192.168.1.164","TCP","60","80  >  1238 [ACK] Seq=37809 Ack=681 Win=5840 Len=0"
"1340","245.343296","209.198.98.149","192.168.1.164","HTTP","219","HTTP/1.1 304 Not Modified "
"1341","245.345847","192.168.1.164","209.198.98.149","HTTP","487","GET /lcn31header.html HTTP/1.1 "
"1342","245.347877","192.168.1.164","209.198.98.149","TCP","62","1240  >  80 [SYN] Seq=0 Win=16384 Len=0 MSS=1460 SACK_PERM"
"1343","245.349228","209.198.98.149","192.168.1.164","TCP","60","80  >  1238 [ACK] Seq=37974 Ack=1114 Win=5840 Len=0"
"1344","245.351636","209.198.98.149","192.168.1.164","TCP","62","80  >  1240 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1432 SACK_PERM"
"1345","245.351680","192.168.1.164","209.198.98.149","TCP","54","1240  >  80 [ACK] Seq=1 Ack=1 Win=17184 Len=0"
"1346","245.351792","192.168.1.164","209.198.98.149","HTTP","571","GET /leftnav.html HTTP/1.1 "
"1347","245.355667","209.198.98.149","192.168.1.164","TCP","60","80  >  1240 [ACK] Seq=1 Ack=518 Win=5840 Len=0"
"1348","245.499704","209.198.98.149","192.168.1.164","TCP","358","80  >  1238 [PSH, ACK] Seq=37974 Ack=1114 Win=5840 Len=304 [TCP segment of a reassembled PDU]"
"1349","245.620455","209.198.98.149","192.168.1.164","HTTP","219","HTTP/1.1 304 Not Modified "
"1350","245.622059","192.168.1.164","209.198.98.149","HTTP","573","GET /lcn31call.html HTTP/1.1 "
"1351","245.672529","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=1114 Ack=38278 Win=16715 Len=0"
"1352","245.677968","209.198.98.149","192.168.1.164","TCP","60","80  >  1240 [ACK] Seq=166 Ack=1037 Win=5840 Len=0"
"1353","245.733420","209.198.98.149","192.168.1.164","HTTP","640","HTTP/1.1 200 OK  (text/html)"
"1354","245.738917","192.168.1.164","209.198.98.149","HTTP","430","GET /css_info/leftnav.css HTTP/1.1 "
"1355","245.772647","209.198.98.149","192.168.1.164","HTTP","219","HTTP/1.1 304 Not Modified "
"1356","245.773880","192.168.1.164","209.198.98.149","HTTP","345","GET /images/lcn_logo.png HTTP/1.1 "
"1357","245.781127","209.198.98.149","192.168.1.164","TCP","60","80  >  1238 [ACK] Seq=38864 Ack=1490 Win=5840 Len=0"
"1358","245.788799","209.198.98.149","192.168.1.164","TCP","60","80  >  1240 [ACK] Seq=331 Ack=1328 Win=5840 Len=0"
"1359","245.928259","209.198.98.149","192.168.1.164","HTTP","219","HTTP/1.1 304 Not Modified "
"1360","245.929183","192.168.1.164","209.198.98.149","HTTP","359","GET /images/Sunrise_over_Tampa_Bay.jpg HTTP/1.1 "
"1361","245.962467","209.198.98.149","192.168.1.164","TCP","1046","80  >  1240 [PSH, ACK] Seq=331 Ack=1328 Win=5840 Len=992 [TCP segment of a reassembled PDU]"
"1362","245.963091","209.198.98.149","192.168.1.164","TCP","490","80  >  1240 [ACK] Seq=1323 Ack=1328 Win=5840 Len=436 [TCP segment of a reassembled PDU]"
"1363","245.963113","192.168.1.164","209.198.98.149","TCP","54","1240  >  80 [ACK] Seq=1328 Ack=1759 Win=17184 Len=0"
"1364","245.965561","209.198.98.149","192.168.1.164","TCP","60","80  >  1238 [ACK] Seq=39029 Ack=1795 Win=5840 Len=0"
"1365","246.013721","209.198.98.149","192.168.1.164","TCP","1486","80  >  1240 [ACK] Seq=1759 Ack=1328 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1366","246.014059","209.198.98.149","192.168.1.164","TCP","82","80  >  1240 [ACK] Seq=3191 Ack=1328 Win=5840 Len=28 [TCP segment of a reassembled PDU]"
"1367","246.014077","192.168.1.164","209.198.98.149","TCP","54","1240  >  80 [ACK] Seq=1328 Ack=3219 Win=17184 Len=0"
"1368","246.015606","209.198.98.149","192.168.1.164","TCP","1486","80  >  1240 [ACK] Seq=3219 Ack=1328 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1369","246.028384","209.198.98.149","192.168.1.164","TCP","82","80  >  1240 [ACK] Seq=4651 Ack=1328 Win=5840 Len=28 [TCP segment of a reassembled PDU]"
"1370","246.028403","192.168.1.164","209.198.98.149","TCP","54","1240  >  80 [ACK] Seq=1328 Ack=4679 Win=17184 Len=0"
"1371","246.032318","209.198.98.149","192.168.1.164","HTTP","261","HTTP/1.1 200 OK  (PNG)"
"1372","246.044114","192.168.1.164","209.198.98.149","HTTP","428","GET /css_info/lcn.css HTTP/1.1 "
"1373","246.068158","209.198.98.149","192.168.1.164","TCP","60","80  >  1240 [ACK] Seq=4886 Ack=1702 Win=5840 Len=0"
"1374","246.122687","209.198.98.149","192.168.1.164","TCP","362","80  >  1238 [PSH, ACK] Seq=39029 Ack=1795 Win=5840 Len=308 [TCP segment of a reassembled PDU]"
"1375","246.125295","209.198.98.149","192.168.1.164","TCP","1486","80  >  1238 [ACK] Seq=39337 Ack=1795 Win=5840 Len=1432 [TCP segment of a reassembled PDU]"
"1376","246.125321","192.168.1.164","209.198.98.149","TCP","54","1238  >  80 [ACK] Seq=1795 Ack=40769 Win=17184 Len=0"
